web_scraper_order,web_scraper_start_url,data,data2,image,data3,data4,data5,data6,data7,data8,Non,Prix,Adresse,Image
"1766875876-1659","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3187248_uploaded_image1_1624441209.jpg","CFA","Dakar, Sénégal","4","380 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1660","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3186295_uploaded_image1_1624384419.jpg","CFA","Cambérène, Dakar, Sénégal","4","110 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1661","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3185715_uploaded_image1_1624365652.jpg","CFA","Thies, Sénégal","4","300 000CFA","Moutons","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1662","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3185046_uploaded_image1_1624321625.jpg","CFA","Dakar, Sénégal","4","900 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1663","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3184064_uploaded_image3_1624284487.jpeg","CFA","Guediawaye, Dakar, Sénégal","4","270CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1664","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3183168_uploaded_image1_1624244665.jpg","CFA","Cambérène, Dakar, Sénégal","4","400 000CFA","Mouton  Ladoum","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1665","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3183165_uploaded_image1_1624244094.jpg","CFA","Cambérène, Dakar, Sénégal","4","400 000CFA","Mouton femelle Ladoum","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1666","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3182889_uploaded_image1_1624221319.jpg","CFA","Diourbel, Sénégal","4","230 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1667","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3182701_uploaded_image1_1624213293.jpg","","Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1668","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3182534_uploaded_image1_1624206611.jpg","CFA","Dakar, Sénégal","4","160CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1669","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3182484_uploaded_image1_1624205128.jpg","CFA","Dakar, Sénégal","4","260CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1670","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3182105_uploaded_image1_1624185754.jpg","CFA","Guediawaye, Dakar, Sénégal","4","300CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1671","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3181577_uploaded_image1_1624130350.jpg","CFA","Mbao, Dakar, Sénégal","4","450 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1672","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3181418_uploaded_image1_1624121733.jpg","CFA","Ouakam, Dakar, Sénégal","4","200CFA","Mouton de tabaski","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1673","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3181349_uploaded_image1_1624118947.jpg","CFA","Ouakam, Dakar, Sénégal","4","200CFA","Mouton de tabaski","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1674","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3180230_uploaded_image1_1624061332.jpg","CFA","Guediawaye, Dakar, Sénégal","4","110CFA","Mouton de Tabaski","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1675","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3180227_uploaded_image1_1624061168.jpg","CFA","Guediawaye, Dakar, Sénégal","4","250CFA","Mouton Métisse Ladoum","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1676","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3180224_uploaded_image1_1624060738.jpg","CFA","Guediawaye, Dakar, Sénégal","4","350CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1677","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3179377_uploaded_image1_1624027893.jpg","CFA","Yoff, Dakar, Sénégal","4","375 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1678","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3179234_uploaded_image1_1624022290.jpg","CFA","Dakar, Sénégal","4","90 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1679","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3179230_uploaded_image1_1624022226.jpg","CFA","Dakar, Sénégal","4","200CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1680","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3179224_uploaded_image1_1624022161.jpg","CFA","Dakar, Sénégal","4","170CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1681","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3179150_uploaded_image1_1624019729.jpg","","Tambacounda, Sénégal","4","Prix sur demande","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1682","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3178805_uploaded_image1_1624009172.jpg","CFA","Louga, Sénégal","4","1 750 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1683","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3178152_uploaded_image1_1623963362.jpg","","Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1684","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3177877_uploaded_image1_1623952035.jpg","CFA","Bambey, Sénégal","4","220 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1685","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3177020_uploaded_image1_1623924837.jpg","CFA","Medina, Dakar, Sénégal","4","200 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1686","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3177016_uploaded_image1_1623924734.jpg","CFA","Medina, Dakar, Sénégal","4","350 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1687","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3175573_uploaded_image1_1623848674.jpg","","Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1688","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3174605_uploaded_image1_1623802584.jpg","","Guediawaye, Dakar, Sénégal","4","Prix sur demande","Moutons","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1689","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3174378_uploaded_image1_1623791219.jpg","CFA","Kaolack, Sénégal","4","250 000CFA","Mouton femelle","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1690","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3173505_uploaded_image1_1623763219.jpg","CFA","Keur Massar, Sénégal","4","200 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1691","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3173381_uploaded_image1_1623760565.jpg","CFA","Dakar, Sénégal","4","135 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1692","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3173344_uploaded_image1_1623759565.jpg","CFA","Dakar, Sénégal","4","175 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1693","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3172256_uploaded_image1_1623705348.jpg","CFA","Guediawaye, Dakar, Sénégal","4","180 000CFA","Mouton Talabir","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1694","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3171633_uploaded_image1_1623682830.jpg","CFA","Ouest Foire, Dakar, Sénégal","4","2 500 000CFA","Mouton Ladoum","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1695","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3170478_uploaded_image1_1623618147.jpg","","Louga, Sénégal","4","Prix sur demande","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1696","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3169999_uploaded_image3_1623598465.jpeg","CFA","Dakar, Sénégal","4","200 000CFA","Mouton de tabaski","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1697","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3168358_uploaded_image1_1623500455.jpg","CFA","Ouakam, Dakar, Sénégal","4","1 000 000CFA","Béliers","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875876-1698","https://sn.coinafrique.com/categorie/moutons?page=8","favorite_border","location_on","https://images.coinafrique.com/thumb_3165517_uploaded_image1_1623360217.jpg","CFA","Touba, Sénégal","4","350 000CFA","Mouton","années","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3207795_uploaded_image1_1625360376.jpg"
"1766875884-1699","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg","CFA","Dakar, Sénégal","4","160 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1700","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3234206_uploaded_image1_1626536991.jpg","CFA","Dakar, Sénégal","4","160 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1701","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3234203_uploaded_image1_1626536931.jpg","CFA","Dakar, Sénégal","4","160 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1702","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3234200_uploaded_image1_1626536847.jpg","CFA","Dakar, Sénégal","4","160 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1703","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3233334_uploaded_image1_1626498417.jpg","CFA","Dakar, Sénégal","4","180 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1704","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3232750_uploaded_image1_1626455163.jpg","CFA","Guediawaye, Dakar, Sénégal","4","135CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1705","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3231711_uploaded_image1_1626418518.jpg","CFA","Dakar, Sénégal","4","250 000CFA","Mouton Ladoum","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1706","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3231584_uploaded_image1_1626394551.jpg","CFA","Ouakam, Dakar, Sénégal","4","200CFA","Mouton tabaski","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1707","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3231482_uploaded_image1_1626389780.jpg","CFA","Dakar, Sénégal","4","270 000CFA","Mouton Ladoum Azawatt","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1708","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3230370_uploaded_image1_1626354354.jpg","CFA","Yoff, Dakar, Sénégal","4","130 000CFA","Moutons","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1709","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3229226_uploaded_image1_1626304738.jpg","CFA","Parcelle Assainies, Dakar, Sénégal","4","275 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1710","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3228766_uploaded_image1_1626285669.jpg","CFA","Thies, Sénégal","4","500 000CFA","Mouton métisse Ladoum - Azawatte","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1711","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3228411_uploaded_image1_1626275304.jpg","CFA","Yoff, Dakar, Sénégal","4","130 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1712","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3228191_uploaded_image1_1626269155.jpg","CFA","Guediawaye, Dakar, Sénégal","4","300CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1713","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3227288_uploaded_image1_1626223015.jpg","CFA","Yoff, Dakar, Sénégal","4","350 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1714","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3227147_uploaded_image1_1626215164.jpg","CFA","Mbao, Dakar, Sénégal","4","150 000CFA","Moutons","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1715","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3226810_uploaded_image1_1626204272.jpg","CFA","Dakar, Sénégal","4","150 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1716","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3226456_uploaded_image1_1626192185.jpg","","Mermoz-Sacré Coeur, Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1717","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3226450_uploaded_image1_1626191921.jpg","CFA","Parcelle Assainies, Dakar, Sénégal","4","145 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1718","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3225419_uploaded_image1_1626164192.jpg","","Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1719","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3225377_uploaded_image3_1626161521.jpeg","CFA","Grand Dakar, Dakar, Sénégal","4","165 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1720","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3225293_uploaded_image1_1626152188.jpg","CFA","Thies, Sénégal","4","550 000CFA","Mouton ladoum","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1721","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3225091_uploaded_image1_1626129260.jpg","CFA","Dakar, Sénégal","4","160 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1722","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3224927_uploaded_image1_1626122582.jpg","CFA","Dakar, Sénégal","4","400 000CFA","Mouton ladoum","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1723","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3224918_uploaded_image1_1626121929.jpg","","Grand Dakar, Dakar, Sénégal","4","Prix sur demande","Moutons","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1724","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3224266_uploaded_image1_1626100952.jpg","","Grand Dakar, Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1725","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3224262_uploaded_image2_1626100874.jpeg","","Grand Dakar, Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1726","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3223832_uploaded_image1_1626089576.jpg","CFA","Mbao, Dakar, Sénégal","4","250 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1727","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3223126_uploaded_image1_1626044694.jpg","CFA","Medina, Dakar, Sénégal","4","210 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1728","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3222700_uploaded_image1_1626026251.jpg","CFA","Dakar Plateau, Dakar, Sénégal","4","190 000CFA","Bélier élevage","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1729","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3222227_uploaded_image1_1626008442.jpg","CFA","Dakar, Sénégal","4","175CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1730","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3222040_uploaded_image1_1625998071.jpg","CFA","Parcelle Assainies, Dakar, Sénégal","4","200 000 350 000CFA","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1731","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3221174_uploaded_image1_1625933715.jpg","","Grand Dakar, Dakar, Sénégal","4","Prix sur demande","Moutons","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1732","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3221082_uploaded_image1_1625930320.jpg","CFA","Patte d'oie, Dakar, Sénégal","4","750 000CFA","Agneau ladoum","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1733","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3221076_uploaded_image1_1625930215.jpg","CFA","Patte d'oie, Dakar, Sénégal","4","1 000 500CFA","Mouton ladoum","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1734","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3221011_uploaded_image1_1625928152.jpg","","Grand Dakar, Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1735","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3221005_uploaded_image1_1625927894.jpg","","Grand Dakar, Dakar, Sénégal","4","Prix sur demande","Mouton","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
"1766875884-1736","https://sn.coinafrique.com/categorie/moutons?page=7","favorite_border","location_on","https://images.coinafrique.com/thumb_3220217_uploaded_image1_1625900638.jpg","CFA","Colobane, Dakar, Sénégal","4","200 000CFA","Mouton de tabaski","années","Mouton","160 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3234211_uploaded_image1_1626537047.jpg"
