web_scraper_order,web_scraper_start_url,data,data2,image,data3,data4,data5,data6,data7,data8,Non,Prix,Adresse,Image
"1766875746-1","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg","CFA","Louga, Sénégal","5","350 000CFA","Bœufs","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-2","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2687649_uploaded_image1_1602441772.jpg","CFA","Mbour, Sénégal","5","2 000 000CFA","Vaches laitières","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-3","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2675855_uploaded_image1_1601992602.jpg","CFA","Louga, Sénégal","5","200 000CFA","Chèvre Bouc de race","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-4","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2673741_uploaded_image2_1601909107.jpeg","CFA","Diamniadio, Sénégal","5","100 000CFA","Bouc chèvre","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-5","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2663712_uploaded_image1_1601554766.jpg","CFA","Dakar, Sénégal","5","225 000CFA","Paon bleu","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-6","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2637004_uploaded_image1_1600508302.jpg","","Gorée, Dakar, Sénégal","5","Prix sur demande","Chatons","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-7","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2630503_uploaded_image1_1600266971.jpg","CFA","Mbour, Sénégal","5","100 000CFA","Oie","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-8","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2583338_uploaded_image1_1598650419.jpg","","Kaffrine, Sénégal","5","Prix sur demande","Oiseau Maknol","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-9","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2550824_uploaded_image1_1597673774.jpg","CFA","Diourbel, Sénégal","5","80 000CFA","Oies","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-10","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2434087_uploaded_image1_1594647765.jpg","","Saint Louis, Sénégal","5","Prix sur demande","Vaches hollandaises","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-11","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2430101_uploaded_image1_1594560513.jpg","CFA","Mboro, Sénégal","5","1 200 000CFA","Géniteur hollandais Holstein","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-12","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2421638_uploaded_image1_1594369039.jpg","","Mbour, Sénégal","5","Prix sur demande","Dindes","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-13","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2407511_uploaded_image1_1594131854.jpg","","Hann Bel-Air, Dakar, Sénégal","5","Prix sur demande","Souris blanc","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-14","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2394305_uploaded_image2_1593898972.jpeg","CFA","Keur Massar, Sénégal","5","250 000CFA","Couples Paons","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-15","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2388043_uploaded_image1_1593787521.jpg","CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","5","150 000CFA","Chat blanc turc","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-16","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2351112_uploaded_image1_1593181120.jpg","CFA","Dakar, Sénégal","5","20 000CFA","Dinde","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-17","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2319268_uploaded_image1_1592689460.jpg","CFA","Yoff, Dakar, Sénégal","5","90 000CFA","Kittens / chatons","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-18","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2296024_uploaded_image1_1592332889.jpg","","Point E, Dakar, Sénégal","5","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-19","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2281845_uploaded_image1_1592124037.jpg","CFA","Medina, Dakar, Sénégal","5","130 000CFA","Oies","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-20","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2276153_uploaded_image1_1592008517.jpg","","Dakar, Sénégal","5","Prix sur demande","Vache","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-21","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2275120_uploaded_image1_1591990153.jpg","CFA","Dakar, Sénégal","5","1 000CFA","Oies","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-22","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2251055_uploaded_image1_1591656431.jpg","","Guediawaye, Dakar, Sénégal","5","Prix sur demande","Taureau Nélore","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-23","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2240976_uploaded_image1_1591487576.jpg","CFA","Dakar, Sénégal","5","150 000CFA","Chaton york chocolat","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-24","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2239779_uploaded_image1_1591466346.jpg","CFA","Bambey, Sénégal","5","600 000CFA","Boeufs","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-25","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2230369_uploaded_image1_1591316836.jpg","","Keur Massar, Sénégal","5","Prix sur demande","Poussins brahman et cochin","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-26","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2161624_uploaded_image1_1590236359.jpg","","Dakar, Sénégal","5","Prix sur demande","Boeufs","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-27","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2147334_uploaded_image1_1590007941.jpg","CFA","Guediawaye, Dakar, Sénégal","5","750 000CFA","Bœuf élevage","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-28","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2101700_uploaded_image1_1589308300.jpg","","Fann, Dakar, Sénégal","5","Prix sur demande","Boeuf","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-29","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2088141_uploaded_image1_1589099089.jpg","","Sicap Liberté, Dakar, Sénégal","5","Prix sur demande","Boeuf","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-30","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2061898_uploaded_image1_1588694077.jpg","CFA","Patte d'oie, Dakar, Sénégal","5","650 000CFA","Chèvre Race Boer","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-31","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2052355_uploaded_image1_1588568181.jpg","","Fann, Dakar, Sénégal","5","Prix sur demande","Chaton persan blanc","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-32","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_2025374_uploaded_image1_1588119661.jpg","","Fann, Dakar, Sénégal","5","Prix sur demande","Chaton persan chinchilla","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-33","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1998573_uploaded_image1_1587685670.89.jpeg","CFA","Dakar Plateau, Dakar, Sénégal","5","475CFA","Boeuf","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-34","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1962491_uploaded_image1_1587134135.76.jpeg","","Fann, Dakar, Sénégal","5","Prix sur demande","Chaton","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-35","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1954085_uploaded_image1_1587026162.65.jpeg","","Diourbel, Sénégal","5","Prix sur demande","Bœufs","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-36","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1935629_uploaded_image1_1586731094.02.png","","Diourbel, Sénégal","5","Prix sur demande","Vaches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-37","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1935403_uploaded_image1_1586726495.69.png","","Fann, Dakar, Sénégal","5","Prix sur demande","Chaton Persan","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-38","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1934309_uploaded_image1_1586712626.03.png","","Fann, Dakar, Sénégal","5","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-39","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1899735_uploaded_image1_1586139854.78.png","","Fann, Dakar, Sénégal","5","Prix sur demande","Chat Siamois","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-40","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1890125_uploaded_image1_1585933665.81.png","CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","5","30 000CFA","Dindon rouge","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-41","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1825906_uploaded_image2_1584739800.55.png","CFA","Dakar, Sénégal","5","350 000CFA","Chat siamois","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-42","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1606230_uploaded_image1_1581008311.59.png","CFA","Keur Massar, Sénégal","5","600 000CFA","Bœuf","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-43","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1544433_uploaded_image1_1580089804.86.png","CFA","Tambacounda, Sénégal","5","750 000CFA","Boeufs","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-44","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1521675_uploaded_image1_1579700066.65.png","","Dakar, Sénégal","5","Prix sur demande","Couple de chèvre","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-45","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1500655_uploaded_image1_1579358078.9.png","CFA","Rufisque, Sénégal","5","275 000CFA","Vaches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-46","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1495773_uploaded_image1_1579276951.77.png","CFA","Saint Louis, Sénégal","5","700 000CFA","Bœuf","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-47","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1490889_uploaded_image1_1579188174.8.png","","Dakar, Sénégal","5","Prix sur demande","Dindes - canards et colverts","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-48","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1459836_uploaded_image1_1578670978.71.png","CFA","Patte d'oie, Dakar, Sénégal","5","4 000CFA","Biscuit en poudre pour betail","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-49","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1453837_uploaded_image1_1578583493.67.png","","Point E, Dakar, Sénégal","5","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-50","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1453830_uploaded_image1_1578583361.91.png","","Point E, Dakar, Sénégal","5","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-51","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1441558_uploaded_image1_1578406878.24.png","","Mermoz-Sacré-Cœur, Dakar, Sénégal","5","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-52","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1428089_uploaded_image1_1578172839.3.png","","Fass, Dakar, Sénégal","5","Prix sur demande","Oies toulouse","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-53","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1421206_uploaded_image2_1578050744.82.png","CFA","Fatick, Sénégal","5","400 000CFA","Cheval","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-54","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1421196_uploaded_image1_1578050637.48.png","CFA","Fatick, Sénégal","5","400 000CFA","Cheval","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-55","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1417652_uploaded_image1_1577968881.34.png","","Thies, Sénégal","5","Prix sur demande","Oies de guinée","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-56","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1395711_uploaded_image1_1577438640.7.png","","Dakar, Sénégal","6","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-57","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1395598_uploaded_image1_1577437294.33.png","","Mermoz-Sacré-Cœur, Dakar, Sénégal","6","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-58","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1393968_uploaded_image1_1577393598.45.png","CFA","Dakar, Sénégal","6","20 000CFA","Oiseaux exotiques","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-59","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1389654_uploaded_image1_1577304861.89.png","","Dakar, Sénégal","6","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-60","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1376905_uploaded_image1_1577034747.91.png","CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","6","12 000CFA","Cailles","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-61","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1322739_uploaded_image1_1576006817.07.png","","Fass, Dakar, Sénégal","6","Prix sur demande","Oies","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-62","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1311792_uploaded_image1_1575817543.97.png","CFA","Fass, Dakar, Sénégal","6","60 000CFA","Oies","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-63","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1310387_uploaded_image1_1575790267.47.png","","Parcelle Assainies, Dakar, Sénégal","6","Prix sur demande","Paon bleu","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-64","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1198114_uploaded_image1_1573729988.56.png","CFA","Sénégal","6","350 000CFA","Bœufs","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-65","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1129419_uploaded_image1_1572391697.86.png","","Dakar, Sénégal","6","Prix sur demande","Boeuf","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-66","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_1011139_uploaded_image1_1569950027.26.png","","Sénégal","6","Prix sur demande","Mouton ladoum pure sang","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-67","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_990474_uploaded_image1_1569491306.15.png","CFA","Thies, Sénégal","6","50 000CFA","Oies  bourbonaises","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-68","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_931708_uploaded_image1_1568194736.45.png","CFA","Grand Yoff, Dakar, Sénégal","6","1 000CFA","Caille","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-69","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_929881_uploaded_image1_1568141260.81.png","CFA","Sénégal","6","200 000CFA","Verrat de race Large white","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-70","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_917895_uploaded_image1_1567801722.96.png","CFA","Saint Louis, Sénégal","6","200 000CFA","Chèvre Balami","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-71","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_885779_uploaded_image2_1566997623.56.png","CFA","Guediawaye, Dakar, Sénégal","6","400 000CFA","Bœuf","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-72","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_863425_uploaded_image1_1566425287.55.png","CFA","Sénégal","6","35 000CFA","Poisson d'aquarium","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-73","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_845280_uploaded_image1_1565952077.54.png","","Sénégal","6","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-74","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_827220_uploaded_image1_1565349629.12.png","CFA","Dakar-Plateau, Dakar, Sénégal","6","50 000CFA","Carpe Koï Japonaise ( Aquarium)","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875746-75","https://sn.coinafrique.com/categorie/autres-animaux?page=6","favorite_border","location_on","https://images.coinafrique.com/thumb_751123_uploaded_image1_1563297186.25.png","","Point E, Dakar, Sénégal","6","Prix sur demande","Perruches","années","Bœufs","350 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1766875750-76","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border","location_on","https://images.coinafrique.com/thumb_3395087_uploaded_image3_1634734337.jpeg","","Guediawaye, Dakar, Sénégal","4","Prix sur demande","Perruches","années","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395087_uploaded_image3_1634734337.jpeg"
"1766875750-77","https://sn.coinafrique.com/categorie/autres-animaux?page=5","favorite_border","location_on","https://images.coinafrique.com/thumb_3389732_uploaded_image1_1634436997.jpg","CFA","Mbao, Dakar, Sénégal","4","450 000CFA","Trio de paon bleu","années","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395087_uploaded_image3_1634734337.jpeg"
